frame,global_rmsd,core_rmsd
1094,8.348,2.696
1095,8.456,2.685
1096,8.388,2.629
1097,8.350,2.721
1098,8.347,2.593
1099,8.321,2.588
1100,8.264,2.546
1101,8.431,2.647
1102,8.244,2.710
1103,8.186,2.747
1104,8.131,2.656
1105,8.297,2.544
1106,8.236,2.560
1107,8.141,2.575
1108,8.161,2.590
1109,8.168,2.627
1110,8.130,2.623
1111,8.254,2.663
1112,8.199,2.597
1113,8.245,2.693
1114,8.091,2.593
1115,8.173,2.619
1116,7.967,2.648
1117,8.005,2.727
1118,8.107,2.747
1119,8.215,2.781
1120,8.216,2.698
1121,8.157,2.679
1122,8.031,2.694
1123,7.960,2.711
1124,7.898,2.630
1125,7.942,2.747
1126,7.891,2.620
1127,8.101,2.575
1128,8.218,2.679
1129,8.209,2.703
1130,8.048,2.682
1131,8.160,2.696
1132,8.213,2.736
1133,7.903,2.700
1134,8.073,2.699
1135,7.953,2.715
1136,8.090,2.750
1137,7.913,2.736
1138,7.863,2.743
1139,8.149,2.731
1140,8.066,2.901
1141,7.888,2.796
1142,7.827,2.794
1143,7.457,2.717
1144,7.387,2.749
1145,7.306,2.586
1146,7.491,2.682
1147,7.440,2.588
1148,7.464,2.571
1149,7.538,2.622
1150,7.771,2.506
1151,7.784,2.492
1152,7.637,2.571
1153,7.701,2.665
1154,7.680,2.556
1155,7.780,2.606
1156,8.005,2.642
1157,7.693,2.778
1158,7.807,2.709
1159,7.994,2.708
1160,8.456,2.808
1161,8.478,2.879
1162,8.260,2.776
1163,8.204,2.611
1164,8.131,2.753
1165,8.004,2.599
1166,8.123,2.719
1167,8.122,2.754
1168,7.803,2.671
1169,7.740,2.650
1170,7.735,2.633
1171,7.796,2.628
1172,7.646,2.665
1173,7.677,2.745
1174,7.807,2.704
1175,7.847,2.621
1176,7.879,2.545
1177,7.954,2.701
1178,7.941,2.677
1179,7.920,2.529
1180,7.799,2.583
1181,7.958,2.577
1182,7.985,2.652
1183,7.786,2.562
1184,7.980,2.770
1185,7.994,2.649
1186,7.889,2.706
1187,7.915,2.647
1188,8.027,2.669
1189,7.621,2.552
1190,7.611,2.609
1191,7.623,2.634
1192,7.683,2.597
1193,7.663,2.532
1194,7.842,2.618
1195,7.844,2.527
1196,7.764,2.487
1197,7.687,2.586
1198,7.546,2.479
1199,7.547,2.534
1200,7.715,2.523
1201,7.559,2.543
1202,7.690,2.537
1203,7.542,2.474
1204,7.375,2.615
1205,7.430,2.528
1206,7.552,2.468
1207,7.660,2.504
1208,7.694,2.364
1209,7.623,2.446
1210,7.573,2.545
1211,7.475,2.450
1212,8.006,2.472
1213,7.992,2.496
1214,7.991,2.479
1215,7.967,2.399
1216,7.850,2.503
1217,7.942,2.555
1218,7.923,2.625
1219,7.998,2.627
1220,8.085,2.593
1221,7.884,2.550
1222,7.868,2.575
1223,7.817,2.628
1224,7.910,2.582
1225,8.015,2.599
1226,7.967,2.619
1227,7.823,2.621
1228,7.567,2.665
1229,7.621,2.633
1230,7.459,2.562
1231,7.571,2.667
1232,7.549,2.638
1233,7.710,2.697
1234,7.705,2.693
1235,7.992,2.760
1236,7.883,2.720
1237,7.835,2.714
1238,7.789,2.758
1239,7.804,2.767
1240,7.628,2.686
1241,7.629,2.672
1242,7.563,2.557
1243,7.557,2.649
1244,7.579,2.599
1245,7.711,2.600
1246,7.660,2.544
1247,7.625,2.660
1248,7.494,2.613
1249,7.681,2.660
1250,7.681,2.679
1251,7.848,2.538
1252,7.885,2.554
1253,7.914,2.578
1254,7.671,2.566
1255,7.713,2.588
1256,7.626,2.527
1257,7.771,2.579
1258,7.892,2.503
1259,8.140,2.568
1260,7.854,2.562
1261,8.061,2.513
1262,8.144,2.541
1263,8.137,2.478
1264,8.190,2.515
1265,8.270,2.610
1266,8.262,2.627
1267,8.431,2.557
1268,8.371,2.611
1269,8.320,2.655
1270,8.358,2.579
1271,8.303,2.719
1272,8.319,2.691
1273,8.303,2.619
1274,8.277,2.700
1275,8.436,2.569
1276,8.442,2.643
1277,8.508,2.688
1278,8.475,2.739
1279,8.496,2.741
1280,8.485,2.616
1281,8.861,2.541
1282,8.832,2.526
1283,8.604,2.557
1284,8.649,2.683
1285,8.752,2.603
1286,8.813,2.665
1287,8.815,2.633
1288,8.713,2.596
1289,8.968,2.597
1290,8.613,2.649
1291,8.589,2.722
1292,8.575,2.612
1293,8.614,2.765
1294,8.427,2.586
1295,8.440,2.625
1296,8.479,2.633
1297,8.351,2.568
1298,8.406,2.661
1299,8.454,2.717
1300,8.475,2.724
1301,8.455,2.598
1302,8.233,2.675
1303,8.271,2.717
1304,8.228,2.582
1305,8.382,2.587
1306,8.348,2.692
1307,8.431,2.509
1308,8.247,2.640
1309,8.269,2.690
1310,8.273,2.648
1311,8.187,2.701
1312,8.291,2.623
1313,8.490,2.729
1314,8.514,2.636
1315,8.512,2.524
1316,8.398,2.625
1317,8.457,2.521
1318,8.512,2.532
1319,8.480,2.560
1320,8.633,2.486
